Code d�partement,Code de la commune,Cl� unique,Commune,Couleur politique
3,118,3_118,Gannat,LUG
92,33,92_33,Garches,LMAJ
58,121,58_121,Garchizy,LCOM
13,41,13_41,Gardanne,LCOM
30,125,30_125,Garons,LDVD
6,64,6_64,Gatti�res,LCOM
2,340,2_340,Gauchy,LUG
67,152,67_152,Geispolsheim,LMAJ
64,237,64_237,Gelos,LDVD
13,42,13_42,G�menos,LMAJ
69,278,69_278,Genay,LGC
21,292,21_292,Genlis,LUG
92,36,92_36,Gennevilliers,LUG
94,37,94_37,Gentilly,LCOM
88,196,88_196,G�rardmer,LDVG
35,120,35_120,G�vez�,LDVD
1,173,1_173,Gex,LDVD
14,301,14_301,Giberville,LCOM
45,155,45_155,Gien,LDVD
38,179,38_179,Gi�res,LSOC
91,272,91_272,Gif-sur-Yvette,LMAJ
8,190,8_190,Givet,LMAJ
69,91,69_91,Givors,LCOM
69,92,69_92,Gleiz�,LMAJ
88,209,88_209,Golbey,LDVG
16,154,16_154,Gond-Pontouvre,LUG
95,277,95_277,Gonesse,LUG
76,305,76_305,Gonfreville-l'Orcher,LUG
29,61,29_61,Gouesnou,LDVD
971,109,971_109,Gourbeyre,LDVD
46,127,46_127,Gourdon,LUG
56,66,56_66,Gourin,LDVD
76,312,76_312,Gournay-en-Bray,LDVG
93,33,93_33,Gournay-sur-Marne,LMAJ
60,282,60_282,Gouvieux,LMAJ
35,123,35_123,Goven,LDVG
33,192,33_192,Gradignan,LDVD
971,112,971_112,Grand-Bourg,LSOC
56,67,56_67,Grand-Champ,LDVD
25,284,25_284,Grand-Charmont,LSOC
76,319,76_319,Grand-Couronne,LUG
59,272,59_272,Grand-Fort-Philippe,LDVG
44,66,44_66,Grandchamps-des-Fontaines,LDVD
13,44,13_44,Grans,LGC
6,69,6_69,Grasse,LMAJ
31,230,31_230,Gratentour,LSOC
81,105,81_105,Graulhet,LUG
59,273,59_273,Gravelines,LUG
27,299,27_299,Gravigny,LUG
70,279,70_279,Gray,LMAJ
62,386,62_386,Grenay,LCOM
73,128,73_128,Gr�sy-sur-Aix,LDVD
77,215,77_215,Gretz-Armainvilliers,LDVD
69,94,69_94,Gr�zieu-la-Varenne,LDVD
83,68,83_68,Grimaud,LMAJ
11,170,11_170,Gruissan,LSOC
44,67,44_67,Gu�men�-Penfao,LMAJ
57,269,57_269,Gu�nange,LSOC
56,75,56_75,Guer,LMAJ
23,96,23_96,Gu�ret,LUG
59,276,59_276,Guesnain,LUG
35,126,35_126,Guichen,LDVD
29,69,29_69,Guilers,LDVD
7,102,7_102,Guilherand-Granges,LMAJ
62,397,62_397,Gu�nes,LUG
22,70,22_70,Guingamp,LUG
2,361,2_361,Guise,LSOC
33,199,33_199,Gujan-Mestras,LMAJ
78,297,78_297,Guyancourt,LSOC
40,119,40_119,Hagetmau,LMAJ
57,283,57_283,Hagondange,LDVD
62,401,62_401,Haisnes,LSOC
80,410,80_410,Ham,LMAJ
76,341,76_341,Harfleur,LUG
64,256,64_256,Hasparren,LDVD
59,286,59_286,Haubourdin,LMAJ
44,71,44_71,Haute-Goulaine,LMAJ
1,185,1_185,Hauteville-Lompnes,LDVG
59,291,59_291,Hautmont,LMAJ
59,295,59_295,Hazebrouck,LUG
59,299,59_299,Hem,LMAJ
59,301,59_301,Hergnies,LMAJ
44,73,44_73,H�ric,LGC
70,285,70_285,H�ricourt,LUG
25,304,25_304,H�rimoncourt,LUG
14,327,14_327,H�rouville-Saint-Clair,LCMD
67,194,67_194,Herrlisheim,LMAJ
54,261,54_261,Herserange,LDVD
22,81,22_81,Hillion,LUG
2,381,2_381,Hirson,LUG
67,204,67_204,Hoenheim,LMAJ
67,205,67_205,Hoerdt,LDVG
57,332,57_332,Hombourg-Haut,LDVD
54,263,54_263,Hom�court,LUG
59,309,59_309,Hondschoote,LMAJ
14,333,14_333,Honfleur,LDVD
62,457,62_457,Houdain,LUG
78,311,78_311,Houilles,LDVD
59,317,59_317,Houplines,LDVD
68,149,68_149,Huningue,LDVD
35,133,35_133,Iffendic,LAUT
66,88,66_88,Ille-sur-T�t,LSOC
67,218,67_218,Illkirch-Graffenstaden,LSOC
68,154,68_154,Illzach,LMAJ
58,134,58_134,Imphy,LUG
44,74,44_74,Indre,LUG
68,155,68_155,Ingersheim,LDVG
45,169,45_169,Ingr�,LDVG
67,222,67_222,Ingwiller,LDVD
56,90,56_90,Inzinzac-Lochrist,LUG
69,100,69_100,Irigny,LMAJ
21,317,21_317,Is-sur-Tille,LSOC
87,75,87_75,Isle,LDVG
36,88,36_88,Issoudun,LSOC
92,40,92_40,Issy-les-Moulineaux,LMAJ
94,41,94_41,Ivry-sur-Seine,LUG
33,207,33_207,Izon,LDVD
73,137,73_137,Jacob-Bellecombette,LDVD
34,120,34_120,Jacou,LSOC
35,136,35_136,Janz�,LGC
16,167,16_167,Jarnac,LSOC
54,273,54_273,Jarny,LCOM
38,200,38_200,Jarrie,LDVG
1,194,1_194,Jassans-Riottier,LMAJ
86,115,86_115,Jaunay-Clan,LDVD
59,324,59_324,Jeumont,LUG
54,280,54_280,Joeuf,LUG
52,250,52_250,Joinville,LDVD
69,279,69_279,Jonage,LMAJ
84,56,84_56,Jonqui�res,LMAJ
17,197,17_197,Jonzac,LMAJ
78,321,78_321,Jouars-Pontchartrain,LDVD
37,122,37_122,Jou�-l�s-Tours,LUG
95,323,95_323,Jouy-le-Moutier,LDVG
34,123,34_123,Juvignac,LMAJ
91,326,91_326,Juvisy-sur-Orge,LUG
68,163,68_163,Kembs,LDVD
56,94,56_94,Kervignac,LMC
68,166,68_166,Kingersheim,LSOC
57,368,57_368,Knutange,LDVG
973,304,973_304,Kourou,LDVG
78,224,78_224,L'Etang-la-Ville,LMAJ
974,404,974_404,L'Etang-Sal�,LMAJ
94,38,94_38,L'Hay-les-Roses,LUG
35,131,35_131,L'Hermitage,LDVG
57,336,57_336,L'H�pital,LDVG
42,110,42_110,L'Horme,LDVD
53,119,53_119,L'Huisserie,LDVG
85,113,85_113,L'Ile-d'Yeu,LDVG
95,313,95_313,L'Isle-Adam,LMAJ
38,193,38_193,L'Isle-d'Abeau,LSOC
16,166,16_166,L'Isle-d'Espagnac,LDVG
32,160,32_160,L'Isle-Jourdain,LSOC
31,561,31_561,L'Union,LDVD
59,51,59_51,La Bass�e,LDVD
44,55,44_55,La Baule-Escoublac,LMAJ
72,24,72_24,La Bazoge,LDVD
13,16,13_16,La Bouilladisse,LUG
33,213,33_213,La Br�de,LMAJ
88,75,88_75,La Bresse,LDVG
83,27,83_27,La Cadi�re-d'Azur,LCOM
78,126,78_126,La Celle-Saint-Cloud,LMAJ
44,29,44_29,La Chapelle-Basse-Mer,LDVD
59,143,59_143,La Chapelle-d'Armenti�res,LDVD
35,59,35_59,La Chapelle-des-Fougeretz,LSOC
44,30,44_30,La Chapelle-des-Marais,LDVG
44,35,44_35,La Chapelle-sur-Erdre,LSOC
58,59,58_59,La Charit�-sur-Loire,LUG
36,46,36_46,La Ch�tre,LDVD
41,47,41_47,La Chauss�e-Saint-Victor,LCMD
13,28,13_28,La Ciotat,LMAJ
38,130,38_130,La C�te-Saint-Andr�,LDVG
85,89,85_89,La Ferri�re,LDVD
72,132,72_132,La Fert�-Bernard,LDVD
77,182,77_182,La Fert�-Gaucher,LMAJ
61,168,61_168,La Fert�-Mac�,LDVG
45,146,45_146,La Fert�-Saint-Aubin,LUG
77,183,77_183,La Fert�-sous-Jouarre,LSOC
72,154,72_154,La Fl�che,LSOC
42,97,42_97,La Fouillouse,LDVD
83,62,83_62,La Garde,LMAJ
92,35,92_35,La Garenne-Colombes,LMAJ
85,96,85_96,La Garnache,LDVD
50,203,50_203,La Glacerie,LDVD
59,268,59_268,La Gorgue,LDVD
30,132,30_132,La Grand-Combe,LCOM
42,103,42_103,La Grand-Croix,LDVD
35,125,35_125,La Guerche-de-Bretagne,LDVD
58,151,58_151,La Machine,LUG
59,368,59_368,La Madeleine,LMAJ
35,177,35_177,La M�zi�re,LSOC
44,101,44_101,La Montagne,LDVG
69,142,69_142,La Mulati�re,LMAJ
38,269,38_269,La Mure,LDVD
91,457,91_457,La Norville,LSOC
13,70,13_70,La Penne-sur-Huveaune,LUG
49,244,49_244,La Pommeraye,LDVG
974,408,974_408,La Possession,LDVG
94,60,94_60,La Queue-en-Brie,LUG
73,213,73_213,La Ravoire,LMC
33,352,33_352,La R�ole,LSOC
42,183,42_183,La Ricamarie,LUG
37,195,37_195,La Riche,LUG
85,191,85_191,La Roche-sur-Yon,LUG
17,300,17_300,La Rochelle,LUG
13,84,13_84,La Roque-d'Anth�ron,LMAJ
49,332,49_332,La S�guini�re,LDVD
23,176,23_176,La Souterraine,LUG
72,346,72_346,La Suze-sur-Sarthe,LDVD
42,305,42_305,La Talaudi�re,LDVG
84,133,84_133,La Tour-d'Aigues,LSOC
17,452,17_452,La Tremblade,LMC
6,149,6_149,La Trinit�,LMAJ
972,230,972_230,La Trinit�,LSOC
83,144,83_144,La Valette-du-Var,LMAJ
38,537,38_537,La Verpilli�re,LDVG
85,302,85_302,La Verrie,LDVD
78,644,78_644,La Verri�re,LCOM
37,273,37_273,La Ville-aux-Dames,LDVD
91,665,91_665,La Ville-du-Bois,LDVD
67,519,67_519,La Wantzenau,LDVD
40,133,40_133,Labenne,LUG
1,202,1_202,Lagnieu,LMAJ
17,200,17_200,Lagord,LMAJ
35,139,35_139,Laill�,LDVG
22,93,22_93,Lamballe,LUG
59,328,59_328,Lambersart,LMAJ
59,329,59_329,Lambres-lez-Douai,LDVD
29,101,29_101,Land�da,LDVG
29,105,29_105,Landivisiau,LDVD
59,331,59_331,Landrecies,LDVG
56,98,56_98,Lanester,LDVG
54,300,54_300,Laneuveville-devant-Nancy,LDVD
33,227,33_227,Langon,LUG
52,269,52_269,Langres,LDVD
22,106,22_106,Langueux,LSOC
56,101,56_101,Languidic,LDVD
65,258,65_258,Lannemezan,LUG
29,117,29_117,Lannilis,LDVG
22,113,22_113,Lannion,LUG
33,229,33_229,Lanton,LSOC
2,408,2_408,Laon,LMAJ
91,330,91_330,Lardy,LDVG
34,129,34_129,Lattes,LDVG
30,141,30_141,Laudun-l'Ardoise,LSOC
31,282,31_282,Launaguet,LUG
53,130,53_130,Laval,LUG
9,160,9_160,Lavelanet,LUG
62,491,62_491,Laventie,LDVD
57,49,57_49,Le Ban-Saint-Martin,LDVD
66,17,66_17,Le Barcar�s,LMAJ
33,29,33_29,Le Barp,LMAJ
36,18,36_18,Le Blanc,LGC
93,13,93_13,Le Bourget,LMAJ
33,69,33_69,Le Bouscat,LMC
71,59,71_59,Le Breuil,LUG
6,30,6_30,Le Cannet,LMAJ
59,136,59_136,Le Cateau-Cambr�sis,LDVD
63,69,63_69,Le Cendre,LMAJ
42,44,42_44,Le Chambon-Feugerolles,LDVD
17,93,17_93,Le Ch�teau-d'Ol�ron,LMC
77,100,77_100,Le Ch�telet-en-Brie,LDVD
42,71,42_71,Le Coteau,LDVD
28,110,28_110,Le Coudray,LMAJ
34,90,34_90,Le Cr�s,LSOC
71,153,71_153,Le Creusot,LDVG
972,206,972_206,Le Diamant,LDVD
972,210,972_210,Le Fran�ois,LDVG
971,113,971_113,Le Gosier,LDVG
76,322,76_322,Le Grand-Quevilly,LUG
30,133,30_133,Le Grau-du-Roi,LMAJ
76,366,76_366,Le Houlme,LUG
94,43,94_43,Le Kremlin-Bic�tre,LDVG
972,213,972_213,Le Lamentin,LDVG
83,70,83_70,Le Lavandou,LMAJ
49,176,49_176,Le Lion-d'Angers,LDVD
44,84,44_84,Le Loroux-Bottereau,LDVG
972,214,972_214,Le Lorrain,LDVG
72,181,72_181,Le Mans,LUG
972,216,972_216,Le Marigot,LDVG
972,217,972_217,Le Marin,LDVG
49,193,49_193,Le May-sur-Evre,LDVG
77,285,77_285,Le M�e-sur-Seine,LMAJ
76,429,76_429,Le Mesnil-Esnard,LDVD
78,396,78_396,Le Mesnil-le-Roi,LDVD
972,218,972_218,Le Morne-Rouge,LDVD
971,117,971_117,Le Moule,LMAJ
27,428,27_428,Le Neubourg,LMAJ
87,113,87_113,Le Palais-sur-Vienne,LUG
38,298,38_298,Le P�age-de-Roussillon,LUG
78,481,78_481,Le Pecq,LMAJ
44,120,44_120,Le Pellerin,LSOC
78,486,78_486,Le Perray-en-Yvelines,LSOC
94,58,94_58,Le Perreux-sur-Marne,LMAJ
76,498,76_498,Le Petit-Quevilly,LUG
33,322,33_322,Le Pian-M�doc,LMAJ
95,491,95_491,Le Plessis-Bouchard,LDVD
92,60,92_60,Le Plessis-Robinson,LMAJ
94,59,94_59,Le Plessis-Tr�vise,LCMD
36,159,36_159,Le Poin�onnet,LUG
85,178,85_178,Le Poir�-sur-Vie,LDVD
974,407,974_407,Le Port,LCOM
78,502,78_502,Le Port-Marly,LMAJ
62,667,62_667,Le Portel,LDVD
44,135,44_135,Le Pouliguen,LMAJ
93,61,93_61,Le Pr�-Saint-Gervais,LUG
43,157,43_157,Le Puy-en-Velay,LMAJ
59,481,59_481,Le Quesnoy,LUG
29,235,29_235,Le Relecq-Kerhuon,LSOC
35,240,35_240,Le Rheu,LUG
972,222,972_222,Le Robert,LDVG
13,88,13_88,Le Rove,LCOM
66,195,66_195,Le Soler,LMAJ
33,519,33_519,Le Taillan-M�doc,LUG
974,422,974_422,Le Tampon,LMAJ
33,527,33_527,Le Teich,LSOC
95,612,95_612,Le Thillay,LDVG
84,132,84_132,Le Thor,LGC
62,826,62_826,Le Touquet-Paris-Plage,LMAJ
76,709,76_709,Le Trait,LDVG
76,711,76_711,Le Tr�port,LUG
88,487,88_487,Le Val-d'Ajol,LDVD
972,232,972_232,LE VAUCLIN,LSOC
38,538,38_538,Le Versoud,LSOC
32,208,32_208,Lectoure,LSOC
59,339,59_339,Leers,LDVD
59,340,59_340,Leffrinckoucke,LVEC
44,81,44_81,Leg�,LDVD
33,236,33_236,L�ge-Cap-Ferret,LMAJ
31,291,31_291,L�guevin,LDVD
63,193,63_193,Lempdes,LUG
69,112,69_112,Lentilly,LGC
33,238,33_238,L�ognan,LUG
83,4,83_4,Les Arcs,LDVG
974,401,974_401,Les Avirons,LDVD
85,84,85_84,Les Essarts,LDVD
85,109,85_109,Les Herbiers,LMC
93,45,93_45,Les Lilas,LUG
63,214,63_214,Les Martres-de-Veyre,LUG
78,440,78_440,Les Mureaux,LDVG
93,57,93_57,Les Pavillons-sous-Bois,LMAJ
13,71,13_71,Les Pennes-Mirabeau,LSOC
44,198,44_198,Les Sorini�res,LSOC
81,144,81_144,Lescure-d'Albigeois,LSOC
77,249,77_249,L�signy,LMC
59,343,59_343,Lesquin,LDVD
62,502,62_502,Lestrem,LDVD
91,333,91_333,Leuville-sur-Orge,LDVG
92,44,92_44,Levallois-Perret,LMAJ
11,203,11_203,L�zignan-Corbi�res,LSOC
60,360,60_360,Liancourt,LUG
62,907,62_907,Libercourt,LUG
33,243,33_243,Libourne,LUG
77,251,77_251,Lieusaint,LSOC
62,510,62_510,Li�vin,LUG
35,152,35_152,Liffr�,LUG
44,82,44_82,Lign�,LCMD
55,291,55_291,Ligny-en-Barrois,LDVG
76,384,76_384,Lillebonne,LUG
62,516,62_516,Lillers,LCOM
69,115,69_115,Limas,LMAJ
78,335,78_335,Limay,LUG
87,85,87_85,Limoges,LSOC
91,338,91_338,Limours en Hurepoix,LDVD
11,206,11_206,Limoux,LSOC
91,339,91_339,Linas,LDVD
67,267,67_267,Lingolsheim,LMAJ
59,352,59_352,Linselles,LDVD
91,340,91_340,Lisses,LDVD
54,318,54_318,Liverdun,LDVG
26,165,26_165,Livron-sur-Dr�me,LUG
93,46,93_46,Livry-Gargan,LUG
37,132,37_132,Loches,LMAJ
56,117,56_117,Locmin�,LDVD
56,118,56_118,Locmiqu�lic,LDVG
29,135,29_135,Loctudy,LDVD
77,258,77_258,Lognes,LSOC
62,523,62_523,Loison-sous-Lens,LSOC
57,412,57_412,Longeville-l�s-Metz,LDVD
57,413,57_413,Longeville-l�s-Saint-Avold,LDVD
62,525,62_525,Longuenesse,LUG
54,322,54_322,Longuyon,LDVD
21,355,21_355,Longvic,LUG
39,300,39_300,Lons-le-Saunier,LMAJ
59,359,59_359,Loon-Plage,LDVG
59,360,59_360,Loos,LUG
62,528,62_528,Loos-en-Gohelle,LUG
42,123,42_123,Lorette,LDVD
83,72,83_72,Lorgues,LMAJ
56,121,56_121,Lorient,LUG
26,166,26_166,Loriol-sur-Dr�me,LDVD
33,249,33_249,Lormont,LUG
22,136,22_136,Loud�ac,LDVD
71,263,71_263,Louhans,LUG
59,361,59_361,Lourches,LUG
53,140,53_140,Louvern�,LDVD
35,162,35_162,Louvign�-du-D�sert,LDVD
95,351,95_351,Louvres,LCMD
59,365,59_365,Louvroil,LUG
12,133,12_133,Luc,LDVD
2B,148,2B_148,Lucciana,LDVD
85,128,85_128,Lu�on,LMAJ
62,534,62_534,Lumbres,LSOC
54,329,54_329,Lun�ville,LMAJ
70,310,70_310,Lure,LUG
70,311,70_311,Luxeuil-les-Bains,LMAJ
37,139,37_139,Luynes,LMC
95,352,95_352,Luzarches,LDVD
69,123,69_123,Lyon,LMAJ
59,367,59_367,Lys-lez-Lannoy,LSOC
42,127,42_127,Mably,LSOC
71,270,71_270,M�con,LMC
973,305,973_305,Macouria,LDVG
78,354,78_354,Magnanville,LSOC
95,355,95_355,Magny-en-Vexin,LSOC
77,268,77_268,Magny-le-Hongre,LMAJ
78,356,78_356,Magny-les-Hameaux,LUG
25,356,25_356,Ma�che,LUG
59,369,59_369,Maing,LDVD
28,227,28_227,Maintenon,LMAJ
28,229,28_229,Mainvilliers,LSOC
94,46,94_46,Maisons-Alfort,LMAJ
57,433,57_433,Maizi�res-l�s-Metz,LSOC
92,46,92_46,Malakoff,LCOM
76,402,76_402,Malaunay,LUG
13,53,13_53,Mallemort,LGC
54,339,54_339,Malz�ville,LSOC
973,306,973_306,Mana,LDVG
6,79,6_79,Mandelieu-la-Napoule,LMAJ
25,367,25_367,Mandeure,LSOC
78,361,78_361,Mantes-la-Jolie,LMAJ
57,443,57_443,Marange-Silvange,LDVG
33,555,33_555,Marcheprime,LDVG
59,375,59_375,Marchiennes,LDVD
62,548,62_548,Marck,LUG
67,281,67_281,Marckolsheim,LDVD
91,363,91_363,Marcoussis,LUG
59,378,59_378,Marcq-en-Baroeul,LMAJ
60,382,60_382,Margny-l�s-Compi�gne,LUG
30,156,30_156,Marguerittes,LDVG
74,164,74_164,Marignier,LDVD
62,555,62_555,Marles-les-Mines,LUG
95,371,95_371,Marly-la-Ville,LDVG
78,372,78_372,Marly-le-Roi,LMAJ
47,157,47_157,Marmande,LUG
74,169,74_169,Marnaz,LDVD
94,48,94_48,Marolles-en-Brie,LMAJ
59,386,59_386,Marquette-lez-Lille,LDVD
62,560,62_560,Marquise,LSOC
13,55,13_marseille,Marseille,LMAJ
33,273,33_273,Martignas-sur-Jalle,LDVG
13,56,13_56,Martigues,LUG
68,201,68_201,Masevaux,LMAJ
973,307,973_307,Matoury,LDVG
59,392,59_392,Maubeuge,LSOC
78,382,78_382,Maurecourt,LDVG
15,120,15_120,Mauriac,LMAJ
54,357,54_357,Max�ville,LMAJ
53,147,53_147,Mayenne,LDVG
49,194,49_194,Maz�,LDVD
77,284,77_284,Meaux,LMAJ
74,173,74_173,Meg�ve,LDVD
18,141,18_141,Mehun-sur-Y�vre,LDVD
79,174,79_174,Melle,LSOC
95,388,95_388,Menucourt,LSOC
41,136,41_136,Mer,LDVD
62,570,62_570,M�ricourt,LUG
95,392,95_392,M�riel,LDVD
33,281,33_281,M�rignac,LUG
59,400,59_400,Merville,LUG
31,341,31_341,Merville,LDVG
92,48,92_48,Meudon,LMAJ
78,401,78_401,Meulan,LDVG
1,244,1_244,Meximieux,LMAJ
13,60,13_60,Meyreuil,LMAJ
74,182,74_182,Meythet,LSOC
69,282,69_282,Meyzieu,LMAJ
14,431,14_431,M�zidon-Canon,LSOC
89,257,89_257,Migennes,LUG
86,157,86_157,Mignaloux-Beauvoir,LSOC
86,158,86_158,Mign�-Auxances,LDVG
91,405,91_405,Milly-la-For�t,LDVD
13,62,13_62,Mimet,LDVG
69,283,69_283,Mions,LUG
32,256,32_256,Mirande,LMAJ
88,304,88_304,Mirecourt,LDVG
1,249,1_249,Miribel,LDVG
44,98,44_98,Missillac,LDVD
77,294,77_294,Mitry-Mory,LUG
73,157,73_157,Modane,LDVG
38,239,38_239,Moirans,LMAJ
82,112,82_112,Moissac,LGC
77,296,77_296,Moissy-Cramayel,LUG
67,300,67_300,Molsheim,LMAJ
57,474,57_474,Mondelange,LDVG
14,437,14_437,Mondeville,LUG
31,351,31_351,Mondonville,LDVG
64,393,64_393,Monein,LDVG
89,263,89_263,Mon�teau,LDVD
37,153,37_153,Monnaie,LDVD
59,410,59_410,Mons-en-Baroeul,LDVG
988,809,988_809,Mont-Dore,LMAJ
54,382,54_382,Mont-Saint-Martin,LCOM
85,146,85_146,Montaigu,LDVD
45,208,45_208,Montargis,LMAJ
60,414,60_414,Montataire,LCOM
83,81,83_81,Montauroux,LMAJ
37,154,37_154,Montbazon,LDVD
38,249,38_249,Montbonnot-Saint-Martin,LDVD
42,147,42_147,Montbrison,LSOC
71,306,71_306,Montceau-les-Mines,LSOC
80,561,80_561,Montdidier,LUG
77,305,77_305,Montereau-Fault-Yonne,LMAJ
78,418,78_418,Montesson,LDVD
84,80,84_80,Monteux,LSOC
93,47,93_47,Montfermeil,LMAJ
62,587,62_587,Montigny-en-Gohelle,LSOC
59,414,59_414,Montigny-en-Ostrevent,LDVD
78,423,78_423,Montigny-le-Bretonneux,LMC
95,424,95_424,Montigny-l�s-Cormeilles,LUG
57,480,57_480,Montigny-l�s-Metz,LDVD
37,156,37_156,Montlouis-sur-Loire,LSOC
3,185,3_185,Montlu�on,LMAJ
1,262,1_262,Montluel,LSOC
73,171,73_171,Montm�lian,LUG
1,263,1_263,Montmerle-sur-Sa�ne,LDVD
51,380,51_380,Montmirail,LMAJ
86,165,86_165,Montmorillon,LDVD
41,149,41_149,MONTOIRE-SUR-LE-LOIR,LDVG
31,389,31_389,Montrab�,LDVG
1,265,1_265,Montr�al-la-Cluse,LDVD
49,214,49_214,Montreuil-Juign�,LSOC
42,149,42_149,Montrond-les-Bains,LMAJ
37,159,37_159,Monts,LDVG
95,430,95_430,Montsoult,LDVD
76,452,76_452,Montville,LMAJ
91,432,91_432,Morangis,LDVG
40,197,40_197,Morcenx,LUG
35,196,35_196,Mordelles,LGC
56,140,56_140,Mor�ac,LDVD
38,261,38_261,Morestel,LMAJ
77,316,77_316,Moret-sur-Loing,LCMD
80,570,80_570,Moreuil,LDVD
39,368,39_368,Morez,LMAJ
57,483,57_483,Morhange,LDVD
84,81,84_81,Mori�res-l�s-Avignon,LSOC
64,405,64_405,Morla�s,LDVG
69,141,69_141,Mornant,LDVD
91,434,91_434,Morsang-sur-Orge,LUG
61,293,61_293,Mortagne-au-Perche,LMAJ
85,151,85_151,Mortagne-sur-S�vre,LDVD
25,411,25_411,Morteau,LMAJ
6,84,6_84,Mouans-Sartoux,LDVG
6,85,6_85,Mougins,LMAJ
64,407,64_407,Mouguerre,LDVD
85,155,85_155,Mouilleron-le-Captif,LDVD
57,487,57_487,Moulins-l�s-Metz,LDVD
64,410,64_410,Mourenx,LUG
51,388,51_388,Mourmelon-le-Grand,LMAJ
73,181,73_181,Mo�tiers,LDVD
63,245,63_245,Mozac,LDVD
72,213,72_213,Mulsanne,LDVD
67,309,67_309,Mundolsheim,LDVG
56,143,56_143,Muzillac,LDVD
86,174,86_174,Naintr�,LDVG
77,326,77_326,Nandy,LDVG
92,50,92_50,Nanterre,LUG
44,109,44_109,Nantes,LMAJ
44,109,44_109,Nantes,LUG
77,330,77_330,Nanteuil-l�s-Meaux,LDVD
1,269,1_269,Nantua,LDVD
37,163,37_163,Nazelles-N�gron,LDVG
47,195,47_195,N�rac,LUG
88,321,88_321,Neufch�teau,LMAJ
76,462,76_462,Neufch�tel-en-Bray,LMC
62,604,62_604,Neufch�tel-Hardelot,LDVD
93,49,93_49,Neuilly-Plaisance,LMAJ
93,50,93_50,Neuilly-sur-Marne,LSOC
54,397,54_397,Neuves-Maisons,LUG
86,177,86_177,Neuville-de-Poitou,LUG
59,428,59_428,Neuville-Saint-R�my,LDVD
67,324,67_324,Niederbronn-les-Bains,LMAJ
17,264,17_264,Nieul-sur-Mer,LUG
57,508,57_508,Nilvange,LSOC
56,147,56_147,Nivillac,LDVD
62,617,62_617,Noeux-les-Mines,LSOC
52,353,52_353,Nogent,LDVD
28,279,28_279,Nogent-le-Roi,LDVG
28,280,28_280,Nogent-le-Rotrou,LUG
10,268,10_268,Nogent-sur-Seine,LMAJ
85,163,85_163,Noirmoutier-en-l'Ile,LMAJ
94,53,94_53,Noiseau,LUG
77,337,77_337,Noisiel,LSOC
78,455,78_455,Noisy-le-Roi,LDVD
24,311,24_311,Nontron,LMAJ
44,110,44_110,Nort-sur-Erdre,LSOC
76,474,76_474,Notre-Dame-de-Bondeville,LUG
76,476,76_476,Notre-Dame-de-Gravenchon,LDVD
8,328,8_328,Nouzonville,LDVG
13,66,13_66,Noves,LUG
35,207,35_207,Noyal-sur-Vilaine,LDVD
62,624,62_624,Noyelles-Godault,LDVD
91,458,91_458,Nozay,LDVG
44,113,44_113,Nozay,LDVD
79,195,79_195,Nueil-les-Aubiers,LDVD
26,220,26_220,Nyons,LSOC
67,343,67_343,Oberhausbergen,LDVD
67,348,67_348,Obernai,LMAJ
90,75,90_75,Offemont,LDVG
62,637,62_637,Oignies,LUG
76,484,76_484,Oissel,LUG
45,232,45_232,Olivet,LMAJ
91,461,91_461,Ollainville,LDVG
83,90,83_90,Ollioules,LMAJ
64,422,64_422,Oloron-Sainte-Marie,LUG
40,209,40_209,Ondres,LUG
12,176,12_176,Onet-le-Ch�teau,LDVG
4,143,4_143,Oraison,LDVD
84,87,84_87,Orange,LDVD
68,249,68_249,Orbey,LDVD
59,449,59_449,Orchies,LSOC
35,208,35_208,Org�res,LDVG
78,466,78_466,Orgeval,LMAJ
45,235,45_235,Ormes,LMAJ
94,55,94_55,Ormesson-sur-Marne,LMAJ
25,434,25_434,Ornans,LMAJ
91,471,91_471,Orsay,LDVG
44,114,44_114,Orvault,LMC
95,476,95_476,Osny,LMAJ
59,452,59_452,Ostricourt,LSOC
77,349,77_349,Othis,LUG
14,488,14_488,Ouistreham,LSOC
69,149,69_149,Oullins,LMAJ
62,643,62_643,Outreau,LUG
62,645,62_645,Oye-Plage,LUG
77,350,77_350,Ozoir-la-Ferri�re,LMAJ
35,210,35_210,Pac�,LMAJ
27,448,27_448,Pacy-sur-Eure,LMAJ
54,415,54_415,Pagny-sur-Moselle,LDVG
34,192,34_192,Palavas-les-Flots,LMAJ
9,225,9_225,Pamiers,LMC
93,55,93_55,Pantin,LSOC
987,35,987_35,Papeete,LMAJ
71,342,71_342,Paray-le-Monial,LMAJ
91,479,91_479,Paray-Vieille-Poste,LDVD
40,217,40_217,Parentis-en-Born,LMAJ
72,231,72_231,Parign�-l'Ev�que,LGC
75,56,75_paris,Paris,LSOC
95,480,95_480,Parmain,LMAJ
89,287,89_287,Paron,LDVD
79,202,79_202,Parthenay,LDVD
76,495,76_495,Pavilly,LDVD
31,410,31_410,Pechbonnieu,LSOC
6,90,6_90,P�gomas,LMAJ
29,158,29_158,Penmarch,LUG
59,457,59_457,P�renchies,LDVD
17,274,17_274,P�rigny,LUG
84,88,84_88,Pernes-les-Fontaines,LDVD
1,289,1_289,P�ronnas,LDVD
22,168,22_168,Perros-Guirec,LMAJ
95,487,95_487,Persan,LDVD
33,318,33_318,Pessac,LUG
76,497,76_497,Petit-Couronne,LUG
